Threshold,Accuracy,Precision,Recall,F1-Score
0.5,0.7981520966595593,0.639751552795031,0.5508021390374331,0.5919540229885057
0.3,0.7476901208244492,0.5171790235081374,0.7647058823529411,0.6170442286947141
